id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
5117,940,Mastercard,Debit,5.79069E+15,2020-04-01,543,YES,3,7446,2008-10-01,2015
2047,940,Mastercard,Debit,5.06559E+15,2020-01-01,573,NO,2,12607,2003-03-01,2015
2224,940,Mastercard,Debit,5.71239E+15,2024-03-01,375,YES,2,1053,2009-03-01,2011
3986,534,Visa,Debit,4.43483E+15,2021-04-01,392,YES,1,24424,2011-07-01,2011
3645,534,Visa,Debit,4.62091E+15,2022-08-01,924,YES,2,22330,2019-06-01,2019
336,534,Visa,Debit,4.35716E+15,2024-04-01,602,YES,2,32659,2014-01-01,2014
1615,1460,Mastercard,Debit,5.40468E+15,2021-01-01,360,YES,1,8822,2020-02-01,2020
1887,1460,Visa,Debit,4.53645E+15,2020-03-01,729,YES,1,3549,2020-02-01,2020
4068,59,Mastercard,Debit,5.13926E+15,2018-12-01,356,YES,1,14939,2018-07-01,2018
1391,59,Mastercard,Debit (Prepaid),5.36661E+15,2021-07-01,820,YES,2,56,2019-02-01,2019
1001,59,Mastercard,Credit,5.72226E+15,2021-06-01,765,YES,2,8800,2002-02-01,2013
3658,59,Visa,Credit,4.9204E+15,2020-08-01,862,YES,1,9300,2000-07-01,2008
5195,59,Mastercard,Credit,5.28789E+15,2021-09-01,710,YES,1,6800,2010-10-01,2010
2087,59,Mastercard,Debit,5.273E+15,2020-03-01,208,YES,2,12210,2005-03-01,2009
1145,59,Mastercard,Debit,5.73196E+15,2020-08-01,348,YES,2,6397,2008-02-01,2015
5084,1908,Mastercard,Debit (Prepaid),5.72978E+15,2024-03-01,682,YES,1,92,2007-10-01,2007
2737,1908,Visa,Debit,4.66749E+15,2016-04-01,716,YES,1,23053,2014-04-01,2014
5945,1908,Visa,Credit,4.32145E+15,2024-11-01,699,YES,1,14900,2008-12-01,2011
2461,1908,Mastercard,Debit,5.58685E+15,2021-12-01,999,YES,2,27046,2004-04-01,2015
4032,1908,Amex,Credit,3.75809E+14,2024-02-01,763,NO,1,2900,2015-07-01,2015
582,1436,Mastercard,Debit,5.30511E+15,2022-12-01,182,YES,1,10427,2020-01-01,2020
1616,1436,Mastercard,Debit,5.93657E+15,2020-02-01,173,YES,1,8163,2020-02-01,2020
1888,1436,Visa,Debit,4.5514E+15,2021-10-01,834,YES,2,26599,2020-02-01,2020
1617,1436,Mastercard,Credit,5.75493E+15,2024-08-01,524,YES,2,3600,2020-02-01,2020
583,1230,Mastercard,Debit (Prepaid),5.64401E+15,2021-07-01,745,YES,2,68,2020-01-01,2020
1618,324,Mastercard,Debit,5.9461E+15,2020-02-01,492,YES,1,37661,2020-02-01,2020
1889,324,Visa,Credit,4.17785E+15,2024-08-01,974,YES,1,21400,2020-02-01,2020
1619,324,Mastercard,Debit,5.014E+15,2022-01-01,789,YES,2,31271,2020-02-01,2020
5007,992,Mastercard,Credit,5.11339E+15,2011-03-01,64,YES,1,20800,2004-10-01,2007
4511,992,Mastercard,Credit,5.84847E+15,2020-10-01,65,YES,2,9000,2001-09-01,2010
4928,992,Mastercard,Credit,5.69172E+15,2024-03-01,70,NO,1,13100,1996-10-01,2012
3108,992,Visa,Debit,4.37418E+15,2023-12-01,692,NO,2,23636,2011-05-01,2013
3647,198,Amex,Credit,3.08173E+14,2022-08-01,784,YES,1,8200,1998-07-01,2013
305,198,Visa,Credit,4.53999E+15,2023-03-01,11,YES,1,6900,2012-01-01,2012
3177,198,Mastercard,Debit,5.10112E+15,2022-11-01,652,YES,2,13689,2016-05-01,2016
584,1017,Mastercard,Debit,5.82614E+15,2020-02-01,122,YES,2,5836,2020-01-01,2020
4638,1813,Mastercard,Credit,5.92052E+15,2024-11-01,661,NO,1,12300,2007-09-01,2008
5196,1813,Mastercard,Credit,5.09867E+15,2011-12-01,455,YES,1,7900,2010-10-01,2010
4591,1813,Visa,Credit,4.28193E+15,2021-03-01,372,YES,1,13500,2005-09-01,2013
101,1813,Mastercard,Debit (Prepaid),5.54879E+15,2024-04-01,233,YES,1,41,2006-01-01,2010
838,1989,Visa,Credit,4.13358E+15,2022-10-01,896,YES,1,16400,2020-01-01,2020
2984,1989,Visa,Debit,4.55664E+15,2023-03-01,126,YES,2,16293,2008-05-01,2009
4036,1989,Mastercard,Credit,5.13104E+15,2024-08-01,342,YES,2,14300,2015-07-01,2015
3800,1989,Amex,Credit,3.87783E+14,2024-03-01,124,YES,1,21200,2007-07-01,2011
3128,1148,Visa,Debit,4.53676E+15,2021-01-01,475,YES,1,11068,2012-05-01,2012
585,1148,Mastercard,Debit,5.79694E+15,2021-10-01,291,NO,1,14835,2020-01-01,2020
5804,1148,Amex,Credit,3.10839E+14,2022-03-01,96,NO,2,9300,2004-12-01,2014
1286,1148,Visa,Credit,4.07461E+15,2020-12-01,16,YES,1,9400,2011-02-01,2011
4132,872,Mastercard,Debit,5.49567E+15,2022-02-01,792,YES,1,12566,2004-08-01,2015
3131,872,Discover,Credit,6.59122E+15,2020-10-01,174,YES,2,4100,2013-05-01,2013
5609,872,Mastercard,Credit,5.41801E+15,2018-06-01,205,YES,2,7400,2010-11-01,2012
5064,872,Visa,Credit,4.36126E+15,2021-12-01,440,YES,2,4200,2006-10-01,2011
5933,458,Mastercard,Debit,5.91589E+15,2022-10-01,744,YES,1,14388,2008-12-01,2015
4177,458,Mastercard,Debit (Prepaid),5.85559E+15,2020-12-01,132,YES,1,63,2006-08-01,2014
2484,920,Mastercard,Credit,5.38835E+15,2020-01-01,278,YES,2,8100,2005-04-01,2008
3113,920,Amex,Credit,3.41588E+14,2024-06-01,281,YES,2,10000,2012-05-01,2012
2758,1598,Discover,Credit,6.84486E+15,2024-11-01,435,YES,2,8700,2016-04-01,2016
3889,1598,Mastercard,Debit,5.51739E+15,2023-10-01,758,NO,2,11900,2009-07-01,2010
4776,1598,Mastercard,Credit,5.6312E+15,2023-10-01,995,YES,1,5700,2010-09-01,2015
1348,1598,Visa,Credit,4.53084E+15,2022-06-01,596,YES,2,3400,2014-02-01,2014
4657,1598,Discover,Credit,6.75565E+15,2023-05-01,220,YES,2,5300,2008-09-01,2011
4933,1876,Mastercard,Debit,5.09835E+15,2023-04-01,974,YES,1,16082,1998-10-01,2010
3315,1876,Mastercard,Debit,5.9867E+15,2020-12-01,317,YES,1,21552,2006-06-01,2006
5708,1876,Mastercard,Debit,5.70512E+15,2022-08-01,295,YES,1,29037,2015-11-01,2015
2881,1876,Mastercard,Debit,5.8652E+15,2006-12-01,927,YES,2,19107,2005-05-01,2005
5051,1876,Mastercard,Debit,5.92058E+15,2012-03-01,387,YES,2,26562,2006-10-01,2008
4503,1876,Discover,Credit,6.20855E+15,2020-06-01,325,YES,1,9800,2000-09-01,2011
839,412,Visa,Credit,4.86775E+15,2023-05-01,503,YES,2,13000,2020-01-01,2020
586,412,Mastercard,Debit,5.3566E+15,2020-02-01,118,YES,2,14733,2020-01-01,2020
1620,412,Mastercard,Debit,5.65246E+15,2020-02-01,322,YES,2,7476,2020-02-01,2020
587,412,Mastercard,Debit (Prepaid),5.62063E+15,2024-02-01,155,YES,2,60,2020-01-01,2020
2088,190,Mastercard,Debit,5.44289E+15,2019-06-01,926,YES,2,29471,2005-03-01,2011
2496,190,Visa,Credit,4.27323E+15,2014-10-01,602,YES,1,17700,2005-04-01,2010
3851,190,Mastercard,Debit,5.03629E+15,2023-04-01,791,YES,2,11969,2008-07-01,2008
3363,190,Visa,Debit,4.68537E+15,2022-04-01,311,YES,2,7946,2007-06-01,2014
4621,190,Visa,Debit (Prepaid),4.61639E+15,2011-06-01,600,YES,1,41,2006-09-01,2017
4989,163,Mastercard,Debit,5.01728E+15,2023-09-01,728,YES,1,12873,2003-10-01,2008
2462,163,Mastercard,Debit,5.11364E+15,2023-09-01,734,YES,1,17629,2004-04-01,2012
588,567,Mastercard,Debit,5.81995E+15,2024-12-01,978,YES,1,6497,2020-01-01,2020
589,567,Mastercard,Debit (Prepaid),5.4615E+15,2021-07-01,921,YES,1,67,2020-01-01,2020
5309,567,Visa,Credit,4.1729E+15,2021-06-01,815,YES,1,3300,2015-10-01,2015
2513,503,Visa,Debit (Prepaid),4.33818E+15,2022-01-01,479,YES,2,85,2006-04-01,2010
1088,503,Mastercard,Debit (Prepaid),5.49944E+15,2020-06-01,547,NO,1,39,2006-02-01,2006
5290,469,Mastercard,Debit,5.31796E+15,2023-08-01,60,YES,1,26162,2014-10-01,2014
2686,469,Visa,Credit,4.49997E+15,2024-12-01,556,YES,1,13700,2011-04-01,2014
2619,469,Visa,Debit,4.85518E+15,2022-01-01,646,YES,2,31504,2009-04-01,2014
4178,469,Mastercard,Debit,5.09511E+15,2009-04-01,488,YES,2,9010,2006-08-01,2007
3164,1851,Mastercard,Debit,5.71651E+15,2024-07-01,690,YES,1,64059,2015-05-01,2015
5026,1851,Mastercard,Debit (Prepaid),5.12822E+15,2021-03-01,416,YES,2,62,2005-10-01,2008
5528,1851,Mastercard,Debit,5.84132E+15,2018-09-01,598,NO,2,29601,2008-11-01,2011
3890,1851,Mastercard,Credit,5.80644E+15,2012-11-01,9,YES,1,21800,2009-07-01,2014
6003,1851,Mastercard,Debit,5.09489E+15,2022-05-01,229,YES,2,49790,2010-12-01,2010
4061,1523,Visa,Debit,4.21988E+15,2020-01-01,656,YES,1,13438,2017-07-01,2017
2262,1523,Visa,Credit,4.82138E+15,2024-09-01,7,YES,1,9600,2010-03-01,2011
5509,1523,Visa,Credit,4.10482E+15,2021-07-01,10,YES,1,6300,2007-11-01,2007
4521,1523,Mastercard,Debit,5.31514E+15,2023-04-01,777,YES,1,12348,2002-09-01,2008
590,35,Mastercard,Debit,5.52166E+15,2020-07-01,771,YES,1,9632,2020-01-01,2020
1621,35,Mastercard,Debit,5.61421E+15,2024-08-01,54,YES,2,9490,2020-02-01,2020
591,35,Mastercard,Debit,5.74596E+15,2024-01-01,921,NO,2,32399,2020-01-01,2020
2590,317,Visa,Debit,4.36723E+15,2015-11-01,188,NO,2,12810,2008-04-01,2008
4578,317,Mastercard,Credit,5.843E+15,2012-09-01,247,YES,2,9300,2005-09-01,2014
5411,317,Mastercard,Debit,5.28509E+15,2017-10-01,930,YES,2,7564,2004-11-01,2016
4459,1195,Visa,Debit,4.04459E+15,2021-11-01,838,YES,1,22765,2016-08-01,2016
3309,1195,Discover,Credit,6.30875E+15,2021-10-01,62,YES,1,11300,2006-06-01,2012
131,1195,Mastercard,Debit,5.51637E+15,2022-10-01,822,YES,1,10369,2007-01-01,2011
26,1195,Mastercard,Credit,5.89998E+15,2020-10-01,747,YES,2,10200,2002-01-01,2011
3020,1195,Visa,Credit,4.21382E+15,2024-06-01,692,YES,2,12100,2009-05-01,2019
3219,1195,Visa,Debit,4.8965E+15,2020-03-01,197,YES,2,15409,2000-06-01,2017
1195,1238,Visa,Credit,4.89284E+15,2024-07-01,127,YES,2,22500,2009-02-01,2012
592,1238,Mastercard,Credit,5.67149E+15,2020-01-01,534,NO,3,6700,2020-01-01,2020
4301,432,Visa,Debit,4.62129E+15,2022-03-01,629,YES,2,842,2009-08-01,2009
3005,432,Mastercard,Debit,5.08757E+15,2009-08-01,540,YES,2,10049,2009-05-01,2009
2645,432,Mastercard,Debit,5.46944E+15,2018-06-01,723,YES,2,11625,2010-04-01,2012
2646,432,Mastercard,Credit,5.94428E+15,2021-11-01,689,YES,2,5800,2010-04-01,2011
1146,432,Mastercard,Debit,5.51595E+15,2020-02-01,490,NO,3,17515,2008-02-01,2010
1890,1082,Visa,Debit,4.55603E+15,2024-07-01,537,YES,2,1696,2020-02-01,2020
5187,1082,Discover,Credit,6.7132E+15,2010-10-01,952,YES,2,11400,2010-10-01,2011
3308,1082,Visa,Credit,4.60957E+15,2020-07-01,165,YES,2,10600,2005-06-01,2017
3925,120,Discover,Credit,6.96013E+15,2010-12-01,808,NO,1,21500,2010-07-01,2010
5813,120,Mastercard,Debit,5.98847E+15,2021-10-01,869,YES,2,32784,2004-12-01,2008
3806,120,Mastercard,Debit,5.47777E+15,2022-04-01,980,YES,2,13510,2007-07-01,2016
3558,120,Visa,Credit,4.27572E+15,2012-08-01,125,YES,1,14000,2012-06-01,2012
5610,1289,Mastercard,Debit (Prepaid),5.47723E+15,2018-04-01,961,NO,3,38,2010-11-01,2013
1891,1502,Visa,Debit,4.36141E+15,2020-09-01,932,NO,1,28471,2020-02-01,2020
593,1502,Mastercard,Debit,5.10251E+15,2023-12-01,196,YES,2,33833,2020-01-01,2020
3655,1497,Visa,Debit,4.25512E+15,2020-04-01,582,NO,2,14751,1999-07-01,2012
3999,1047,Mastercard,Debit,5.90906E+15,2024-04-01,211,YES,1,27268,2012-07-01,2012
1411,1047,Amex,Credit,3.46965E+14,2020-02-01,530,YES,1,16400,2020-02-01,2020
4639,0,Mastercard,Credit,5.80276E+15,2019-12-01,312,YES,1,17600,2007-09-01,2014
1271,0,Mastercard,Debit,5.05021E+15,2021-04-01,316,YES,2,31490,2011-02-01,2011
1622,0,Mastercard,Debit,5.69179E+15,2021-06-01,451,YES,2,31008,2020-02-01,2020
1623,0,Mastercard,Debit,5.47279E+15,2020-04-01,138,YES,2,25558,2020-02-01,2020
1112,351,Mastercard,Debit (Prepaid),5.34811E+15,2023-11-01,893,YES,2,54,2007-02-01,2010
1043,351,Visa,Credit,4.83935E+15,2024-03-01,844,YES,1,7200,2004-02-01,2015
2664,351,Visa,Debit,4.76044E+15,2022-01-01,2,YES,2,5080,2010-04-01,2010
431,351,Discover,Credit,6.55399E+15,2020-01-01,897,YES,1,2700,2020-01-01,2020
4512,351,Mastercard,Debit,5.02529E+15,2021-04-01,264,YES,2,9278,2001-09-01,2011
2244,351,Discover,Credit,6.89834E+15,2022-03-01,107,YES,1,6000,2010-03-01,2016
299,1797,Mastercard,Debit,5.5864E+15,2022-03-01,828,YES,1,27243,2012-01-01,2012
1127,1797,Visa,Debit,4.77728E+15,2017-02-01,256,YES,2,23237,2007-02-01,2009
5660,1797,Visa,Debit,4.14462E+15,2022-10-01,645,YES,2,16008,2011-11-01,2011
300,1797,Mastercard,Debit,5.5357E+15,2022-02-01,987,YES,1,16279,2012-01-01,2012
4853,1797,Mastercard,Debit,5.66951E+15,2014-11-01,958,NO,1,16003,2013-09-01,2013
4206,1386,Mastercard,Debit,5.69511E+15,2021-02-01,881,YES,2,5488,2007-08-01,2014
1892,1122,Visa,Debit,4.99827E+15,2020-02-01,675,YES,1,45222,2020-02-01,2020
321,1122,Visa,Debit,4.00153E+15,2021-01-01,681,YES,1,32071,2013-01-01,2013
1893,255,Visa,Debit,4.79545E+15,2020-08-01,55,YES,2,16783,2020-02-01,2020
1894,765,Visa,Debit,4.40199E+15,2023-10-01,745,YES,2,13524,2020-02-01,2020
1895,765,Visa,Credit,4.07073E+15,2021-04-01,834,YES,2,15000,2020-02-01,2020
5008,703,Mastercard,Debit,5.87223E+15,2005-06-01,616,YES,1,20062,2004-10-01,2010
161,703,Mastercard,Credit,5.38834E+15,2021-02-01,355,YES,2,8100,2008-01-01,2009
4640,703,Mastercard,Debit,5.56335E+15,2021-09-01,337,NO,2,4335,2007-09-01,2007
4777,703,Mastercard,Credit,5.75682E+15,2024-04-01,644,YES,2,2000,2010-09-01,2010
4302,1919,Visa,Debit,4.51287E+15,2022-03-01,854,YES,1,25445,2009-08-01,2009
1215,1919,Mastercard,Credit,5.36198E+15,2024-07-01,39,YES,1,17400,2010-02-01,2010
5430,1919,Mastercard,Debit,5.25142E+15,2019-11-01,577,YES,2,34684,2005-11-01,2008
5709,1919,Mastercard,Debit,5.6231E+15,2022-03-01,956,YES,2,28125,2015-11-01,2015
1624,1919,Mastercard,Debit,5.26632E+15,2020-08-01,276,YES,2,49705,2020-02-01,2020
3908,791,Visa,Debit,4.59028E+15,2014-09-01,921,NO,2,31424,2009-07-01,2010
2295,791,Amex,Credit,3.98645E+14,2023-03-01,22,YES,2,7900,2012-03-01,2012
1089,791,Mastercard,Debit,5.25938E+15,2006-06-01,913,YES,1,19097,2006-02-01,2011
5228,791,Amex,Credit,3.84867E+14,2021-09-01,24,YES,1,10100,2011-10-01,2015
2306,199,Visa,Debit,4.87939E+15,2023-12-01,176,YES,1,32423,2012-03-01,2012
5661,199,Visa,Credit,4.2209E+15,2015-07-01,14,YES,1,16900,2011-11-01,2011
1031,199,Mastercard,Debit,5.9301E+15,2021-06-01,908,YES,1,17686,2004-02-01,2007
4229,282,Visa,Credit,4.09593E+15,2020-01-01,979,NO,1,8100,2007-08-01,2009
3290,282,Mastercard,Debit,5.42016E+15,2020-03-01,391,NO,1,10059,2005-06-01,2014
4822,282,Visa,Debit,4.17976E+15,2022-02-01,245,NO,1,4302,2011-09-01,2015
1287,282,Visa,Credit,4.61491E+15,2020-11-01,84,YES,1,7300,2011-02-01,2011
5154,908,Mastercard,Debit,5.56666E+15,2024-01-01,748,YES,1,13123,2009-10-01,2014
3252,908,Mastercard,Debit,5.07632E+15,2023-01-01,951,YES,1,3630,2003-06-01,2009
4230,908,Visa,Debit,4.173E+15,2022-09-01,521,YES,1,20173,2007-08-01,2012
3462,880,Amex,Credit,3.38E+14,2013-09-01,657,YES,1,9500,2010-06-01,2014
1625,880,Mastercard,Debit,5.75235E+15,2021-05-01,929,YES,2,10141,2020-02-01,2020
3533,770,Visa,Credit,4.38077E+15,2013-04-01,71,YES,1,16800,2011-06-01,2011
5745,770,Visa,Credit,4.34462E+15,2020-11-01,198,NO,1,15900,2019-11-01,2019
5725,770,Mastercard,Debit,5.47699E+15,2018-11-01,146,YES,1,24080,2016-11-01,2016
5510,770,Visa,Credit,4.04978E+15,2023-12-01,163,YES,1,20400,2007-11-01,2007
2534,1169,Mastercard,Credit,5.50265E+15,2009-04-01,519,YES,1,22000,2007-04-01,2013
5763,1169,Visa,Credit,4.65972E+15,2020-09-01,241,YES,2,28300,1999-12-01,2008
4778,1169,Mastercard,Debit,5.02204E+15,2021-01-01,283,YES,1,27761,2010-09-01,2010
2485,1169,Mastercard,Credit,5.41358E+15,2023-03-01,131,YES,1,21200,2005-04-01,2012
5174,1169,Visa,Debit,4.6969E+15,2024-03-01,152,YES,1,20560,2009-10-01,2009
3389,1169,Mastercard,Debit,5.14818E+15,2013-01-01,502,YES,2,3095,2008-06-01,2012
4179,1169,Mastercard,Debit,5.73201E+15,2021-06-01,883,YES,2,43879,2006-08-01,2015
594,522,Mastercard,Debit,5.47747E+15,2022-09-01,446,YES,2,21359,2020-01-01,2020
1626,522,Mastercard,Credit,5.46773E+15,2024-10-01,991,YES,1,10200,2020-02-01,2020
4399,1736,Visa,Debit,4.21208E+15,2022-08-01,173,YES,2,16332,2012-08-01,2012
2647,1736,Mastercard,Credit,5.38941E+15,2022-12-01,32,YES,1,9100,2010-04-01,2019
2687,1736,Visa,Debit,4.21172E+15,2024-03-01,345,YES,1,2289,2011-04-01,2011
113,1736,Visa,Debit,4.87085E+15,2021-06-01,880,YES,1,23631,2006-01-01,2014
3133,506,Mastercard,Debit,5.1554E+15,2024-06-01,314,YES,1,17995,2013-05-01,2013
4513,506,Mastercard,Credit,5.94553E+15,2024-01-01,959,YES,1,14900,2001-09-01,2008
1032,506,Mastercard,Debit,5.31948E+15,2023-02-01,19,YES,2,26830,2004-02-01,2004
2060,506,Mastercard,Debit,5.12306E+15,2023-03-01,51,YES,1,202,2004-03-01,2013
2486,506,Mastercard,Debit,5.06343E+15,2023-04-01,5,NO,2,11460,2005-04-01,2012
1627,131,Mastercard,Debit,5.61351E+15,2020-02-01,114,YES,1,11934,2020-02-01,2020
595,131,Mastercard,Debit,5.65843E+15,2020-01-01,315,YES,1,12427,2020-01-01,2020
596,131,Mastercard,Debit,5.78309E+15,2020-02-01,13,YES,1,24432,2020-01-01,2020
1896,76,Visa,Debit,4.68439E+15,2024-08-01,268,YES,2,6513,2020-02-01,2020
840,76,Visa,Credit,4.86891E+15,2021-06-01,736,YES,2,1500,2020-01-01,2020
4292,249,Mastercard,Credit,5.80629E+15,2024-12-01,798,YES,2,1500,2009-08-01,2009
3909,249,Visa,Credit,4.23547E+15,2009-10-01,833,YES,2,8300,2009-07-01,2011
132,249,Mastercard,Credit,5.95637E+15,2024-07-01,475,YES,2,9300,2007-01-01,2010
1897,249,Visa,Debit (Prepaid),4.72858E+15,2020-02-01,997,YES,2,87,2020-02-01,2020
5239,249,Mastercard,Debit,5.16635E+15,2012-10-01,817,YES,1,14104,2011-10-01,2011
3520,249,Mastercard,Debit,5.92016E+15,2022-05-01,535,YES,2,14725,2011-06-01,2011
5134,249,Visa,Debit,4.20756E+15,2020-03-01,424,YES,2,12016,2008-10-01,2011
4252,1279,Mastercard,Debit,5.12743E+15,2022-08-01,856,YES,2,22567,2008-08-01,2009
5472,1279,Visa,Debit,4.69248E+15,2022-03-01,281,YES,2,26743,2006-11-01,2013
3220,1279,Visa,Debit,4.69429E+15,2021-02-01,763,YES,1,16722,2000-06-01,2005
4188,1279,Visa,Debit,4.97655E+15,2023-09-01,310,YES,2,9521,2006-08-01,2007
4428,1652,Mastercard,Debit,5.83524E+15,2021-12-01,803,YES,1,14253,2014-08-01,2014
597,1652,Mastercard,Debit (Prepaid),5.83997E+15,2024-12-01,684,YES,1,78,2020-01-01,2020
313,1652,Mastercard,Debit,5.79257E+15,2024-10-01,358,YES,1,26678,2013-01-01,2013
2688,1652,Visa,Debit,4.652E+15,2023-05-01,271,YES,2,15652,2011-04-01,2011
4658,739,Discover,Credit,6.86562E+15,2009-07-01,784,YES,2,6900,2008-09-01,2011
1177,1475,Mastercard,Debit,5.12356E+15,2024-05-01,861,YES,1,13378,2009-02-01,2009
4496,1475,Visa,Debit,4.78312E+15,2020-10-01,467,YES,2,15516,1998-09-01,2014
3746,1475,Visa,Debit,4.81883E+15,2024-05-01,311,YES,2,9956,2005-07-01,2010
5155,1475,Mastercard,Debit,5.25335E+15,2020-08-01,499,YES,1,3614,2009-10-01,2009
5631,1475,Visa,Debit,4.99222E+15,2020-02-01,201,YES,2,5992,2010-11-01,2011
1628,1251,Mastercard,Debit,5.1444E+15,2023-11-01,732,YES,2,31219,2020-02-01,2020
4069,1251,Mastercard,Debit,5.89295E+15,2021-11-01,447,YES,1,20619,2018-07-01,2018
5156,1251,Mastercard,Debit (Prepaid),5.65368E+15,2019-04-01,732,YES,1,74,2009-10-01,2009
1898,1119,Visa,Debit,4.57338E+15,2022-06-01,261,YES,1,22768,2020-02-01,2020
1899,1119,Visa,Credit,4.46001E+15,2021-01-01,225,NO,1,3000,2020-02-01,2020
598,1119,Mastercard,Credit,5.77561E+15,2020-01-01,32,YES,2,11500,2020-01-01,2020
1629,1119,Mastercard,Debit,5.38878E+15,2024-01-01,712,YES,2,7458,2020-02-01,2020
3109,592,Visa,Debit,4.088E+15,2023-04-01,532,YES,1,15504,2011-05-01,2012
4133,592,Mastercard,Credit,5.88641E+15,2020-02-01,684,YES,1,5600,2004-08-01,2019
2022,592,Mastercard,Debit,5.24728E+15,2024-04-01,220,YES,2,3117,2001-03-01,2006
3659,592,Visa,Debit,4.21516E+15,2022-03-01,756,YES,1,14007,2000-07-01,2015
5946,592,Visa,Debit,4.99512E+15,2021-04-01,658,YES,2,13390,2008-12-01,2010
3332,692,Visa,Debit,4.04812E+15,2021-10-01,117,YES,2,35649,2006-06-01,2011
2073,692,Visa,Debit,4.16099E+15,2012-10-01,11,YES,2,18979,2004-03-01,2008
5860,692,Mastercard,Credit,5.64098E+15,2023-02-01,571,NO,2,10000,2006-12-01,2012
4303,692,Visa,Debit (Prepaid),4.20185E+15,2018-08-01,604,YES,2,63,2009-08-01,2014
4253,1065,Mastercard,Debit,5.09227E+15,2021-01-01,394,YES,2,24878,2008-08-01,2011
2630,1065,Amex,Credit,3.95345E+14,2023-05-01,951,YES,2,23900,2010-04-01,2012
4160,1065,Mastercard,Debit,5.66129E+15,2022-02-01,934,YES,2,9213,2005-08-01,2009
4381,1764,Visa,Debit,4.53557E+15,2024-07-01,704,YES,2,23538,2011-08-01,2011
4900,1764,Visa,Debit,4.9314E+15,2017-09-01,835,YES,2,15658,2016-09-01,2016
2118,1764,Mastercard,Credit,5.09966E+15,2021-05-01,249,YES,1,8900,2006-03-01,2011
599,1830,Mastercard,Debit (Prepaid),5.93249E+15,2020-02-01,164,YES,1,58,2020-01-01,2020
1272,1830,Mastercard,Debit,5.41391E+15,2022-04-01,732,YES,1,12782,2011-02-01,2011
5217,1830,Visa,Debit,4.94036E+15,2016-03-01,253,YES,1,17297,2010-10-01,2010
4083,1830,Mastercard,Credit,5.59832E+15,2024-10-01,385,YES,1,10600,1994-08-01,2011
1052,157,Mastercard,Debit,5.05641E+15,2020-11-01,961,YES,1,10644,2005-02-01,2011
4867,157,Visa,Debit,4.88454E+15,2015-01-01,296,YES,1,13438,2013-09-01,2013
969,157,Mastercard,Debit,5.48173E+15,2023-05-01,964,YES,1,14269,1999-02-01,2011
1250,676,Visa,Credit,4.2093E+15,2023-06-01,777,YES,2,9300,2010-02-01,2010
3910,676,Visa,Debit,4.27307E+15,2017-12-01,541,YES,2,34175,2009-07-01,2011
5871,1481,Visa,Debit,4.86609E+15,2024-08-01,386,YES,2,367,2006-12-01,2010
4720,1481,Mastercard,Debit,5.74615E+15,2022-06-01,950,YES,2,441,2009-09-01,2014
3056,1902,Mastercard,Debit,5.09949E+15,2021-06-01,652,YES,2,11087,2010-05-01,2011
4286,1902,Amex,Credit,3.98824E+14,2020-09-01,162,YES,2,12200,2009-08-01,2011
227,123,Mastercard,Debit,5.32931E+15,2020-11-01,20,YES,2,12102,2010-01-01,2010
197,123,Mastercard,Debit,5.51846E+15,2020-06-01,995,YES,1,24068,2009-01-01,2009
3192,123,Mastercard,Debit,5.40459E+15,2024-10-01,263,YES,2,15305,2017-05-01,2017
1196,1995,Visa,Debit,4.01476E+15,2024-10-01,355,YES,2,11268,2009-02-01,2013
4180,1995,Mastercard,Debit,5.81711E+15,2020-01-01,29,YES,2,5997,2006-08-01,2012
2439,1995,Amex,Credit,3.82683E+14,2021-07-01,521,YES,2,4000,2003-04-01,2011
190,1995,Amex,Credit,3.16487E+14,2023-08-01,737,NO,2,9700,2009-01-01,2009
4916,1688,Mastercard,Debit,5.16163E+15,2024-02-01,891,YES,2,21502,2018-09-01,2018
2119,1895,Mastercard,Debit,5.26752E+15,2022-01-01,292,YES,2,2042,2006-03-01,2013
1090,1895,Mastercard,Debit,5.34351E+15,2023-09-01,514,YES,1,13922,2006-02-01,2012
5047,1891,Discover,Credit,6.44166E+15,2023-03-01,515,YES,2,13100,2006-10-01,2006
1161,1891,Visa,Debit,4.26802E+15,2016-11-01,476,YES,2,15227,2008-02-01,2015
1251,1891,Visa,Credit,4.03393E+15,2023-01-01,190,YES,2,3300,2010-02-01,2010
5440,1891,Visa,Debit,4.75946E+15,2021-10-01,437,YES,1,19829,2005-11-01,2010
600,453,Mastercard,Debit,5.88168E+15,2020-01-01,806,NO,1,23996,2020-01-01,2020
4552,341,Mastercard,Debit (Prepaid),5.56006E+15,2024-11-01,633,YES,1,55,2004-09-01,2010
1900,341,Visa,Debit,4.53115E+15,2020-08-01,97,YES,1,37941,2020-02-01,2020
5417,341,Visa,Credit,4.10853E+15,2008-06-01,548,YES,1,37600,2004-11-01,2006
45,1571,Visa,Debit,4.13725E+15,2023-04-01,861,YES,2,33390,2003-01-01,2007
4392,1571,Mastercard,Debit,5.89025E+15,2021-12-01,12,YES,2,22532,2012-08-01,2012
6109,1571,Mastercard,Debit,5.80018E+15,2024-04-01,148,YES,2,16325,2015-12-01,2015
2487,1571,Mastercard,Debit,5.1282E+15,2023-06-01,759,YES,1,17885,2005-04-01,2010
5397,1571,Visa,Debit,4.70446E+15,2023-12-01,175,YES,1,24827,2003-11-01,2008
